Sample A,Sample B,U Statistic,p-value,Significant?
Arsine_4,F2_3,5756.0,0.8694213930777973,❌
TA_1,HF_1,5908.0,0.8694214701249197,❌
TA_3,HF_7,5756.0,0.8694214701249197,❌
Phosgene_1,HF_7,5756.0,0.8694214701249197,❌
Hydrazine_2,Hydrazine_6,5756.0,0.8694215086484296,❌
Phosgene_2,HCl_6,5908.0,0.8694215086484296,❌
DM_7,HCN_4,5756.5,0.8702784282489459,❌
MA_3,HF_4,5907.5,0.8702784282489459,❌
TA_1,TA_4,5907.5,0.870278504799544,❌
F2_1,F2_4,5756.5,0.8702785813500069,❌
NO2_7,HF_3,5907.5,0.8702785813500069,❌
Ammonia_4,HF_1,5756.5,0.8702786196251875,❌
Cl2_5,F2_6,5907.5,0.8702786196251875,❌
Diborane_6,HNO3_1,5907.0,0.8711350078739966,❌
Diborane_1,Hydrazine_1,5757.0,0.8711350459014539,❌
Control_3_2min,MA_4,5907.0,0.8711353881470543,❌
HCl_1,HCl_7,5907.0,0.8711358444702797,❌
MA_4,HCl_7,5907.0,0.8711358444702797,❌
Control_4_2min,HF_2,5906.5,0.8719928051561768,❌
DM_7,HCN_1,5757.5,0.871992918491638,❌
MA_3,HCN_3,5758.0,0.8728504096122895,❌
DM_2,Ammonia_3,5758.0,0.8728505222014531,❌
TA_7,MH-3,5758.0,0.8728505597311078,❌
Phosgene_1,HCl_6,5906.0,0.8728507098493945,❌
HCl_7,MH-1,5906.0,0.872850747378883,❌
H2S_4,H2S_6,5905.5,0.8737073423100473,❌
MA_3,HF_7,5758.5,0.8737082743397238,❌
DM_3,Ammonia_5,5905.5,0.8737083489012064,❌
Ammonia_3,HF_6,5759.0,0.8745658035958385,❌
Arsine_3,HCl_3,5759.0,0.8745658406278969,❌
MA_7,HF_7,5905.0,0.8745660998513873,❌
Diborane_4,MA_7,5759.0,0.8745662109466769,❌
DM_7,TA_3,5905.0,0.8745662109466769,❌
MA_7,NO2_2,5759.0,0.8745662479783746,❌
H2S_7,HCl_5,5905.0,0.8745662850100393,❌
HNO3_1,HNO3_4,5904.5,0.8754238153246455,❌
Diborane_4,NO2_1,5904.5,0.8754241831524958,❌
Ammonia_1,Hydrazine_2,5904.5,0.8754241831524958,❌
NO2_6,HF_7,5904.0,0.8762822287407347,❌
DM_1,Hydrazine_2,5904.0,0.8762823383409848,❌
Phosphine_1,HCl_2,5760.0,0.8762823748743368,❌
Control_3_2min,MA_3,5903.5,0.8771402393619677,❌
Control_7_2min,HNO3_5,5760.5,0.8771404207832627,❌
HCHO_1,HF_4,5903.5,0.8771404933515556,❌
Phosgene_2,MA_6,5760.5,0.8771405296356538,❌
H2S_6,SO2_6,5761.0,0.8779984700089392,❌
Ammonia_6,HF_4,5903.0,0.8779986501836329,❌
Ammonia_4,MH-3,5903.0,0.8779987943228132,❌
Diborane_5,MA_1,5903.0,0.8779988663922118,❌
HCN_4,HF_5,5903.0,0.8779989744960702,❌
Phosphine_6,MH-3,5761.5,0.8788573834032402,❌
Phosgene_2,HF_7,5761.5,0.8788574549733624,❌
TA_5,SO2_6,5761.5,0.8788574549733624,❌
Phosphine_6,Ammonia_4,5902.5,0.8788575265433578,❌
Arsine_1,NO2_1,5762.0,0.8797159012494,❌
Control_7_2min,TA_5,5762.0,0.8797159012494,❌
HCN_4,HNO3_5,5902.0,0.8797159012494,❌
Cl2_7,F2_7,5762.0,0.8797160078558112,❌
SO2_2,SO2_3,5902.0,0.8797160433912186,❌
HCl_6,SO2_1,5762.0,0.8797161144619388,❌
Ammonia_5,MH-1,5762.0,0.8797161855325331,❌
NO2_5,HF_7,5902.0,0.8797162210677829,❌
HCl_2,NO2_1,5902.0,0.8797162210677829,❌
HCl_5,HF_3,5902.0,0.8797162566030013,❌
MH-3,SO2_1,5762.5,0.8805746689340048,❌
Diborane_1,DM_5,5762.5,0.8805748806477676,❌
HF_3,HNO3_4,5901.5,0.880575057075043,❌
HCHO_4,NO2_5,5763.0,0.8814337182505224,❌
Control_7_2min,MA_4,5763.0,0.8814339284640114,❌
H2S_5,TA_3,5763.0,0.8814339634994842,❌
MA_5,F2_1,5901.0,0.881433998534926,❌
NO2_2,HCN_4,5901.0,0.8814340335703367,❌
TA_3,HCl_1,5763.0,0.8814340686057163,❌
TA_3,HNO3_5,5763.0,0.8814340686057163,❌
HCl_5,HNO3_4,5763.0,0.8814341036410648,❌
Arsine_1,HCN_2,5900.5,0.8822917581221048,❌
NO2_7,HCN_7,5900.5,0.882293079987725,❌
Phosphine_6,MA_1,5764.0,0.8831522659028508,❌
TA_5,HCN_7,5900.0,0.8831523004380195,❌
Ammonia_6,NO2_5,5764.0,0.8831524040433419,❌
TA_6,HF_1,5900.0,0.8831524385783882,❌
Ammonia_6,HCl_6,5764.0,0.8831524385783882,❌
HCl_5,HF_2,5900.0,0.8831524731134037,❌
H2S_2,H2S_6,5899.5,0.884010870330695,❌
Phosgene_5,Phosgene_7,5899.5,0.8840117274595015,❌
Ammonia_7,HF_6,5764.5,0.8840117960289852,❌
Control_7_2min,NO2_1,5765.0,0.8848712564499911,❌
Ammonia_2,MH-5,5765.0,0.8848712564499911,❌
NO2_1,NO2_3,5765.0,0.8848713925869521,❌
H2S_4,NO2_7,5898.5,0.8857307182445858,❌
Control_1_2min,F2_4,5765.5,0.8857308533799008,❌
MA_1,TA_6,5765.5,0.8857309547310723,❌
H2S_7,MH-2,5898.5,0.8857309547310723,❌
Control_4_2min,HF_3,5898.0,0.8865904852222241,❌
Phosgene_3,MA_4,5766.0,0.8865906193548102,❌
Phosgene_7,TA_6,5766.0,0.8865907199539375,❌
MA_3,HCl_7,5898.0,0.8865908540856907,❌
DM_5,HF_1,5766.0,0.8865908540856907,❌
MA_3,Ammonia_6,5897.5,0.8874506191892839,❌
MA_7,SO2_2,5766.5,0.8874506857536205,❌
Ammonia_7,HNO3_2,5766.5,0.8874506857536205,❌
Phosphine_1,HNO3_4,5766.5,0.8874506857536205,❌
F2_2,HCN_6,5897.5,0.8874507190357445,❌
HCl_6,NO2_6,5766.5,0.8874507190357445,❌
H2S_7,HF_7,5766.5,0.8874507190357445,❌
H2S_3,MA_6,5766.5,0.887450752317839,❌
H2S_5,DM_7,5766.5,0.887450752317839,❌
HCHO_4,Diborane_5,5767.0,0.8883101229345641,❌
Arsine_1,NO2_7,5897.0,0.8883104862820275,❌
Phosgene_1,HCl_5,5897.0,0.8883107175012942,❌
DM_6,MA_4,5767.0,0.8883107505325007,❌
DM_4,Hydrazine_4,5897.0,0.8883107505325007,❌
HCHO_1,HCl_5,5897.0,0.8883107505325007,❌
HCl_6,NO2_5,5767.0,0.888310816594826,❌
DM_7,HCl_6,5767.0,0.8883108496259448,❌
HNO3_7,Hydrazine_1,5896.5,0.8891703567773976,❌
HCHO_4,H2S_7,5767.5,0.889170520680294,❌
H2S_5,NO2_6,5767.5,0.8891709140442785,❌
Ammonia_4,Ammonia_7,5896.5,0.8891710123846202,❌
HCHO_5,Control_3_2min,5768.0,0.8900307856922938,❌
SO2_5,HNO3_1,5768.0,0.8900310784555637,❌
Phosgene_2,H2S_3,5768.0,0.8900311760428007,❌
DM_2,MH-4,5768.0,0.8900312411008144,❌
HCHO_1,NO2_5,5768.0,0.8900312411008144,❌
MA_3,NO2_6,5768.0,0.890031273629778,❌
HCl_2,NO2_3,5896.0,0.8900313061587126,❌
Arsine_5,Hydrazine_4,5896.0,0.8900313712164954,❌
HCN_6,HNO3_1,5768.5,0.890890987554866,❌
Ammonia_3,MH-4,5895.5,0.890891439448451,❌
MA_7,HF_5,5895.5,0.8908917622261455,❌
H2S_3,HCl_5,5895.5,0.8908917945037574,❌
MA_2,HF_6,5769.0,0.8917522187012116,❌
HCl_2,SO2_5,5895.0,0.8917523147800792,❌
HCl_1,HF_7,5895.0,0.8917523468063115,❌
NO2_5,HF_2,5769.0,0.8917523788325155,❌
HF_1,HNO3_5,5769.0,0.8917523788325155,❌
F2_2,F2_3,5895.0,0.8917524108586911,❌
HCHO_5,SO2_6,5894.5,0.892612963574017,❌
MA_7,HF_3,5769.5,0.8926130271235235,❌
HNO3_3,HNO3_4,5769.5,0.8926130271235235,❌
Ammonia_4,HF_6,5769.5,0.8926130588982346,❌
Phosphine_6,Phosphine_7,5770.0,0.8934737714080103,❌
Diborane_5,H2S_7,5770.0,0.893473834454305,❌
NO2_6,HF_3,5770.0,0.8934738975004877,❌
HCl_1,HCl_3,5770.0,0.893473929023537,❌
DM_4,Ammonia_5,5770.5,0.8943348616111967,❌
H2S_6,HCN_2,5771.0,0.8951947714685689,❌
HCHO_7,Phosgene_4,5893.0,0.8951956400320382,❌
F2_1,F2_5,5771.0,0.8951957951303855,❌
NO2_5,HNO3_3,5771.0,0.8951959812474932,❌
Control_4_2min,NO2_3,5771.5,0.896056854671929,❌
Hydrazine_3,Hydrazine_4,5771.5,0.8960570392780627,❌
NO2_6,HCN_7,5771.5,0.896057070045656,❌
Cl2_4,F2_7,5892.5,0.896057070045656,❌
H2S_7,MA_6,5771.5,0.8960571931157562,❌
Control_5_2min,F2_3,5772.0,0.8969183749067745,❌
H2S_1,TA_5,5772.0,0.8969184054222932,❌
NO2_7,HF_2,5892.0,0.8969185579994796,❌
Ammonia_7,HCl_7,5772.0,0.8969185579994796,❌
Phosphine_1,HNO3_1,5772.5,0.8977795899248212,❌
NO2_1,HCN_3,5891.5,0.8977798622958127,❌
H2S_3,HCl_1,5891.5,0.8977799530856594,❌
MA_1,HF_6,5891.0,0.8986414396621549,❌
MA_4,MA_6,5891.0,0.8986414996841676,❌
Phosgene_5,HCl_5,5891.0,0.898641529695134,❌
H2S_2,HF_2,5773.5,0.8995030769995067,❌
Ammonia_3,Ammonia_7,5773.5,0.8995030769995067,❌
Diborane_5,TA_6,5773.5,0.8995030769995067,❌
DM_6,Ammonia_6,5773.5,0.8995031662754583,❌
DM_4,MH-6,5890.5,0.8995031662754583,❌
Phosphine_7,HCl_1,5773.5,0.899503196034056,❌
HCN_3,HF_3,5774.0,0.9003648633364147,❌
DM_5,MH-1,5890.0,0.9003650108671624,❌
H2S_6,HCN_1,5889.5,0.9012261825789182,❌
DM_2,DM_3,5774.5,0.9012270016850674,❌
MA_5,HCl_2,5774.5,0.9012270016850674,❌
HCHO_4,MA_1,5889.0,0.902088614949113,❌
DM_4,Ammonia_2,5889.0,0.9020889919613111,❌
F2_3,SO2_3,5889.0,0.902089020962069,❌
HCl_1,HF_5,5889.0,0.9020890499628011,❌
MH-2,HF_1,5775.5,0.9029511562104588,❌
Phosgene_6,HF_7,5775.5,0.902951184958406,❌
Phosgene_6,HCl_1,5888.5,0.902951184958406,❌
H2S_7,HCl_1,5888.5,0.902951184958406,❌
MH-2,SO2_1,5888.0,0.9038132639483035,❌
Phosgene_4,NO2_7,5776.0,0.9038133779288977,❌
Ammonia_5,MH-5,5888.0,0.9038134064239829,❌
Diborane_5,DM_6,5776.0,0.9038134634140774,❌
HCl_1,HCl_6,5888.0,0.9038134919090866,❌
HCl_3,HNO3_4,5888.0,0.9038135204040706,❌
Cl2_2,Cl2_5,5888.0,0.9038135204040706,❌
MH-3,HNO3_2,5776.5,0.9046757141117603,❌
MA_3,MA_6,5887.5,0.9046758835641135,❌
Arsine_2,HNO3_4,5887.0,0.9055374080383327,❌
HCHO_6,HF_5,5777.0,0.9055382197303704,❌
HCHO_1,Phosphine_7,5887.0,0.9055382477193779,❌
TA_2,HNO3_4,5887.0,0.9055382477193779,❌
Phosgene_7,MH-2,5887.0,0.9055382757083603,❌
Phosgene_5,H2S_7,5887.0,0.9055383596751587,❌
SO2_4,HF_3,5887.0,0.9055383876640417,❌
MH-7,Hydrazine_2,5777.0,0.9055383876640417,❌
Phosgene_7,HCl_6,5887.0,0.9055383876640417,❌
HCHO_1,DM_6,5777.0,0.9055383876640417,❌
Ammonia_4,HCl_7,5777.0,0.9055384156528998,❌
Phosgene_3,Phosgene_4,5886.5,0.9064006703714291,❌
Control_5_2min,Phosphine_2,5886.5,0.9064006981073712,❌
Phosgene_7,TA_1,5777.5,0.9064008922582756,❌
MH-1,MH-4,5886.5,0.9064009199940204,❌
Phosgene_1,TA_4,5886.5,0.9064009477297406,❌
HCl_2,HCN_6,5886.5,0.9064009754654361,❌
MA_6,Ammonia_6,5777.5,0.9064009754654361,❌
HCHO_2,Cl2_5,5724.0,0.9066188416633256,❌
SO2_6,HCN_3,5886.0,0.9072632894464494,❌
H2S_2,MA_4,5886.0,0.9072634818250258,❌
HCl_5,SO2_1,5778.0,0.9072636192375617,❌
HCHO_5,MA_3,5886.0,0.9072637291671506,❌
MA_4,HCN_2,5778.5,0.9081260199699633,❌
Phosgene_3,MA_3,5778.5,0.9081263739504437,❌
Ammonia_3,MH-1,5885.5,0.9081264011795419,❌
NO2_2,HCN_1,5885.5,0.9081264284086159,❌
Phosgene_1,H2S_7,5778.5,0.9081265100956928,❌
Arsine_1,SO2_6,5885.0,0.9089890227898352,❌
MA_2,HNO3_2,5779.0,0.9089894004496474,❌
DM_2,MH-5,5885.0,0.9089894274251683,❌
Diborane_4,HF_3,5885.0,0.9089894813761383,❌
Diborane_2,NO2_1,5885.0,0.9089895083515873,❌
HCl_1,HCl_5,5779.0,0.9089895083515873,❌
MA_3,NO2_5,5779.0,0.9089895083515873,❌
HCHO_5,HCN_2,5884.5,0.9098523190542216,❌
TA_2,HF_3,5884.5,0.9098524259422376,❌
Diborane_2,SO2_4,5779.5,0.909852479386103,❌
Phosphine_4,Cl2_3,5884.5,0.9098525328298733,❌
HCHO_1,HCl_6,5884.5,0.9098525328298733,❌
Ammonia_3,Hydrazine_1,5884.0,0.9107151877767474,❌
MA_2,MH-4,5884.0,0.9107155318667464,❌
HCHO_7,HCN_4,5780.0,0.910715558335043,❌
HCl_4,F2_1,5780.0,0.9107156112715658,❌
H2S_1,HNO3_5,5780.0,0.9107156377397918,❌
Diborane_1,HCl_7,5884.0,0.9107156642079943,❌
Control_7_2min,DM_7,5884.0,0.9107156906761733,❌
HCl_2,HCl_4,5780.0,0.9107157436124607,❌
Diborane_1,MH-5,5883.5,0.911578717974602,❌
DM_7,HCN_7,5780.5,0.911578822832772,❌
H2S_5,MA_6,5883.5,0.911578927690569,❌
Ammonia_5,MH-4,5780.5,0.911578927690569,❌
Phosphine_6,HCl_3,5780.5,0.9115789539049599,❌
MH-7,HNO3_6,5780.5,0.9115789539049599,❌
Control_4_2min,F2_2,5781.0,0.9124420618996414,❌
Control_1_2min,MA_7,5781.0,0.9124422176636025,❌
Phosgene_1,Phosgene_7,5781.0,0.9124422436241818,❌
Phosphine_7,HCl_6,5883.0,0.9124422955452713,❌
TA_5,HNO3_5,5883.0,0.9124422955452713,❌
Phosgene_6,NO2_5,5883.0,0.9124422955452713,❌
F2_6,NO2_4,5781.0,0.9124423215057813,❌
MA_6,HCl_7,5883.0,0.9124423734267323,❌
HCN_1,HCN_4,5882.5,0.9133053297466466,❌
Phosgene_1,SO2_1,5882.5,0.9133056382282498,❌
Ammonia_5,Hydrazine_1,5781.5,0.9133057153481361,❌
H2S_4,MA_4,5882.0,0.914169136706802,❌
DM_7,NO2_6,5782.0,0.9141693912323289,❌
SO2_5,HCN_5,5881.5,0.9150328892401635,❌
Phosgene_2,Phosgene_5,5782.5,0.9150329648353908,❌
H2S_5,HCl_3,5881.5,0.9150330152320969,❌
Control_2_2min,HF_3,5783.5,0.9167603440405097,❌
Control_3_2min,HNO3_5,5880.5,0.9167604428004985,❌
NO2_3,SO2_3,5880.5,0.9167606156296332,❌
Control_6_2min,NO2_1,5880.5,0.9167606403194216,❌
DM_3,MH-4,5880.5,0.9167606650091882,❌
TA_3,Ammonia_6,5783.5,0.9167606896989327,❌
DM_2,MA_2,5783.5,0.9167607143886554,❌
MA_3,HCN_2,5784.0,0.9176244423733189,❌
Phosgene_3,Ammonia_6,5880.0,0.9176245401151861,❌
NO2_7,HCN_2,5784.0,0.9176245645505985,❌
DM_6,HF_4,5880.0,0.9176246622920308,❌
Cl2_3,Cl2_4,5784.0,0.9176247111626165,❌
Control_1_2min,NO2_3,5879.5,0.9184886354504445,❌
Arsine_5,HCl_7,5879.5,0.9184887563546509,❌
DM_6,HCl_7,5879.5,0.9184887563546509,❌
SO2_6,HNO3_5,5879.0,0.9193527786997344,❌
F2_3,HCN_5,5879.0,0.9193528504786113,❌
HCHO_7,HF_7,5879.0,0.9193528504786113,❌
DM_3,HNO3_7,5785.0,0.919352874404861,❌
Diborane_4,SO2_4,5879.0,0.919352874404861,❌
TA_7,Ammonia_4,5785.0,0.9193528983310895,❌
HCHO_6,Phosgene_4,5878.5,0.920216875690073,❌
Arsine_6,HNO3_6,5878.5,0.9202169230336201,❌
Phosgene_2,HCl_1,5878.5,0.9202171124069655,❌
F2_1,F2_2,5878.5,0.9202171597500911,❌
HF_5,HNO3_4,5878.5,0.9202171834216223,❌
HCHO_6,HF_7,5878.0,0.9210813046649894,❌
Phosgene_2,NO2_5,5878.0,0.9210813280819483,❌
Control_7_2min,H2S_1,5878.0,0.9210813514988865,❌
Phosgene_4,TA_3,5878.0,0.9210813983327003,❌
DM_3,Hydrazine_1,5878.0,0.9210814685832647,❌
NO2_2,NO2_7,5878.0,0.92108151541687,❌
DM_3,HF_6,5786.0,0.9210815388336414,❌
Cl2_1,Cl2_6,5786.5,0.9219459179931856,❌
MA_4,TA_5,5786.5,0.9219459643171046,❌
Arsine_3,MA_1,5787.0,0.9228100243843539,❌
HCHO_7,HF_5,5787.0,0.9228104367150094,❌
HCN_1,HF_5,5877.0,0.9228104367150094,❌
Phosphine_3,NO2_4,5787.5,0.9236750924549502,❌
TA_7,Ammonia_7,5876.5,0.9236751151069881,❌
HNO3_6,Hydrazine_2,5787.5,0.9236751604110035,❌
H2S_6,MA_4,5876.0,0.9245394123279789,❌
HCHO_6,NO2_6,5876.0,0.9245397482855362,❌
DM_7,MA_4,5876.0,0.9245397706825471,❌
Phosgene_5,MH-2,5876.0,0.9245397706825471,❌
HF_7,HNO3_4,5788.0,0.9245398154765092,❌
Phosphine_6,HCl_1,5788.0,0.9245398602703915,❌
NO2_2,HNO3_4,5876.0,0.9245399050641939,❌
H2S_2,NO2_1,5788.5,0.9254045612456547,❌
TA_5,HCN_4,5875.5,0.925404605529323,❌
HCl_7,MH-4,5875.5,0.9254046498129125,❌
MA_7,HNO3_3,5875.5,0.9254046719546777,❌
HCHO_4,HCl_5,5875.0,0.9262694404765104,❌
NO2_3,SO2_5,5789.0,0.926269484249727,❌
F2_1,SO2_2,5875.0,0.926269484249727,❌
Phosgene_5,TA_6,5789.0,0.9262695061363062,❌
H2S_1,DM_7,5875.0,0.9262695936824277,❌
DM_1,HNO3_6,5875.0,0.9262695936824277,❌
TA_5,NO2_5,5875.0,0.9262695936824277,❌
HCHO_2,Phosphine_3,5735.5,0.9266268299792744,❌
Diborane_6,Phosphine_1,5874.5,0.9271344289904074,❌
Phosgene_2,H2S_7,5874.5,0.9271344938842341,❌
Cl2_5,Cl2_7,5789.5,0.9271345371466889,❌
DM_5,MA_2,5874.5,0.9271345804090667,❌
Arsine_5,MH-6,5874.0,0.9279995250048121,❌
HCHO_7,DM_7,5790.0,0.9279995250048121,❌
H2S_7,TA_6,5790.0,0.9279995463806879,❌
TA_4,SO2_1,5790.0,0.9279995677565447,❌
Phosphine_2,SO2_4,5790.0,0.9279995891323825,❌
HF_5,HNO3_3,5874.0,0.9279996746355432,❌
TA_7,HNO3_2,5873.5,0.9288647267363703,❌
Phosgene_6,DM_6,5873.5,0.9288648112177083,❌
Ammonia_4,HNO3_2,5873.0,0.9297299906713542,❌
DM_5,HNO3_2,5791.0,0.9297300324009239,❌
NO2_5,HF_3,5791.0,0.9297300324009239,❌
HCHO_3,HCl_4,5791.0,0.9297300532656809,❌
HCl_6,HF_3,5791.0,0.9297300532656809,❌
Phosgene_4,HF_7,5872.5,0.930595254731158,❌
Control_5_2min,HF_2,5872.5,0.9305952959495906,❌
TA_2,NO2_3,5791.5,0.9305952959495906,❌
H2S_1,NO2_2,5791.5,0.9305953577771018,❌
HCN_5,HNO3_4,5872.0,0.9314606837942455,❌
H2S_3,TA_1,5872.0,0.9314607448547205,❌
DM_3,HNO3_2,5792.0,0.9314607652081759,❌
H2S_3,DM_6,5872.0,0.9314607652081759,❌
HCHO_3,HCl_2,5871.5,0.9323262134807048,❌
TA_3,NO2_5,5792.5,0.9323262536760959,❌
HCHO_7,HCN_7,5871.0,0.9331917031111794,❌
DM_7,Ammonia_6,5871.0,0.9331917824788128,❌
MA_6,HF_4,5871.0,0.9331918221625235,❌
TA_4,HF_1,5871.0,0.9331918221625235,❌
MA_5,HCl_3,5871.0,0.9331918618461635,❌
DM_3,Ammonia_7,5793.5,0.9340574500629011,❌
DM_7,TA_5,5793.5,0.9340574500629011,❌
Phosgene_6,MA_6,5793.5,0.9340574892347556,❌
Ammonia_2,Hydrazine_4,5870.5,0.9340574892347556,❌
TA_5,HCl_5,5793.5,0.9340574892347556,❌
MH-2,HF_6,5794.0,0.9349229824856706,❌
Diborane_1,DM_2,5794.0,0.9349230791361397,❌
HCHO_6,TA_3,5870.0,0.934923156456205,❌
MA_7,HCl_5,5794.0,0.9349232144460731,❌
TA_3,HCl_6,5794.0,0.9349232337759947,❌
Arsine_2,HNO3_1,5869.5,0.9357880438290399,❌
TA_5,HCN_2,5794.5,0.935788940323463,❌
MA_4,HF_4,5869.0,0.9366547065559668,❌
HCN_7,HF_5,5869.0,0.9366548194632678,❌
NO2_5,NO2_6,5795.0,0.9366548382810925,❌
DM_3,MH-1,5869.0,0.9366548570989005,❌
Arsine_6,Ammonia_1,5868.5,0.937520142420256,❌
MH-3,HNO3_7,5868.5,0.9375206992791738,❌
MH-2,HNO3_2,5868.5,0.9375207735259046,❌
Control_7_2min,H2S_6,5796.0,0.9383865452141824,❌
TA_2,SO2_5,5796.0,0.9383867282696524,❌
Diborane_5,SO2_1,5868.0,0.9383868014913836,❌
HCHO_2,HCl_4,5813.5,0.9388294149834961,❌
Phosgene_7,HCl_5,5867.5,0.9392529564866379,❌
HCl_3,NO2_1,5796.5,0.9392529745356673,❌
Arsine_4,HF_2,5867.0,0.9401189860858669,❌
HCl_1,NO2_6,5797.0,0.9401191284276522,❌
HCl_4,F2_5,5797.0,0.940119146220304,❌
Arsine_4,HF_3,5866.5,0.9409852309195402,❌
MA_1,TA_1,5797.5,0.9409852659921967,❌
HF_2,HNO3_1,5866.0,0.9418514937342353,❌
Arsine_3,HCl_1,5798.0,0.9418514937342353,❌
MA_2,Hydrazine_1,5866.0,0.9418515282939747,❌
SO2_6,HF_3,5798.0,0.9418516492525774,❌
HF_1,HF_6,5866.0,0.9418517010917474,❌
HCl_5,HNO3_3,5866.0,0.94185171837144,❌
MA_7,HNO3_4,5798.5,0.9427180652131355,❌
H2S_1,HCN_1,5865.0,0.9435842628919973,❌
MH-3,HF_6,5799.0,0.9435843802588844,❌
Phosphine_3,Cl2_5,5799.0,0.9435844640919266,❌
Phosgene_1,HCl_1,5865.0,0.9435844976250389,❌
DM_7,NO2_5,5799.0,0.9435844976250389,❌
HCl_7,HF_4,5799.0,0.9435845143915726,❌
Diborane_5,HCl_6,5865.0,0.9435845143915726,❌
Phosphine_7,HCl_3,5799.0,0.9435845311580914,❌
Diborane_2,Phosphine_2,5864.5,0.9444508322064422,❌
Diborane_1,Ammonia_5,5864.5,0.9444509973058907,❌
Control_3_2min,Control_6_2min,5800.0,0.945317368195133,❌
Control_4_2min,F2_3,5864.0,0.9453175144743914,❌
MA_1,HF_4,5800.0,0.9453175469807338,❌
NO2_7,HCN_3,5800.0,0.9453175794870183,❌
TA_5,HCl_1,5800.0,0.9453175957401388,❌
Diborane_5,Phosgene_7,5800.0,0.9453176282463364,❌
HCl_4,F2_3,5800.0,0.9453176444994134,❌
Control_1_2min,HNO3_3,5800.5,0.9461842263796539,❌
Ammonia_7,HNO3_7,5863.5,0.9461842583722785,❌
Phosgene_5,HCl_1,5863.5,0.9461842583722785,❌
H2S_6,NO2_2,5801.0,0.9470509054823834,❌
Control_6_2min,HF_2,5801.0,0.9470509054823834,❌
HCHO_7,Ammonia_6,5801.0,0.9470509369613486,❌
HCl_2,HCN_5,5863.0,0.9470509684402575,❌
Phosgene_2,Phosgene_7,5862.5,0.9479176792442902,❌
Diborane_4,HF_2,5862.5,0.9479177411745088,❌
MA_5,F2_6,5801.5,0.9479177566570289,❌
DM_5,Ammonia_7,5801.5,0.9479177566570289,❌
Cl2_3,Cl2_7,5862.5,0.9479177566570289,❌
Cl2_2,Cl2_3,5802.0,0.9487846060032266,❌
HCN_1,HNO3_5,5861.5,0.9496512759579276,❌
H2S_2,MA_3,5861.5,0.9496513957071783,❌
Phosphine_4,MA_5,5861.5,0.949651440612927,❌
H2S_1,MA_3,5802.5,0.949651470550026,❌
HF_6,HNO3_5,5803.0,0.9505182780295858,❌
NO2_2,HNO3_1,5803.0,0.9505183221643021,❌
Phosgene_4,HNO3_5,5803.0,0.9505183368758479,❌
Phosgene_1,MH-2,5861.0,0.9505183515873806,❌
DM_6,TA_1,5861.0,0.9505183810104066,❌
DM_7,HNO3_5,5803.0,0.9505183957219,❌
Diborane_2,HF_2,5803.0,0.9505183957219,❌
HCHO_5,HNO3_5,5861.0,0.9505183957219,❌
F2_2,SO2_2,5861.0,0.9505184104333803,❌
H2S_6,HNO3_5,5860.5,0.9513851058599972,❌
Control_3_2min,HF_2,5803.5,0.9513853082235428,❌
Arsine_1,TA_5,5860.5,0.9513853226779851,❌
TA_4,MH-2,5860.5,0.951385351586831,❌
H2S_1,MA_4,5803.5,0.95138542385872,❌
Diborane_6,F2_5,5804.0,0.9522524664393944,❌
Phosgene_2,TA_6,5804.0,0.9522524664393944,❌
HCN_7,HNO3_5,5859.5,0.9531194550543906,❌
MA_4,Ammonia_6,5859.5,0.9531194829345367,❌
H2S_2,SO2_6,5804.5,0.9531195247546628,❌
H2S_4,MA_3,5859.5,0.9531195247546628,❌
NO2_2,HCN_2,5859.5,0.9531195665746768,❌
F2_3,SO2_5,5804.5,0.953119608394579,❌
H2S_7,DM_6,5859.5,0.9531196502143693,❌
H2S_6,HCN_3,5805.0,0.9539864495836664,❌
Arsine_7,SO2_7,5805.0,0.953986709557975,❌
Phosgene_5,TA_1,5805.0,0.9539867779715345,❌
MA_3,MA_4,5859.0,0.9539867916542097,❌
NO2_2,SO2_6,5805.5,0.9548540562417762,❌
Phosgene_5,NO2_5,5858.0,0.9557213337487165,❌
HCl_3,NO2_7,5806.0,0.9557213732525237,❌
Ammonia_6,HNO3_5,5806.5,0.9565885738243106,❌
HCN_6,HNO3_4,5857.5,0.9565886512878419,❌
TA_5,HF_7,5806.5,0.9565886900194519,❌
DM_7,MA_3,5857.5,0.9565887029299656,❌
DM_7,HF_5,5806.5,0.9565887029299656,❌
MH-1,Hydrazine_1,5807.0,0.9574559579941405,❌
H2S_4,SO2_6,5807.0,0.9574559579941405,❌
H2S_7,HCl_3,5857.0,0.9574560845252186,❌
Phosgene_6,HCl_3,5857.0,0.9574560845252186,❌
HCl_6,HF_2,5807.0,0.9574561098312987,❌
Control_2_2min,HF_2,5807.5,0.9583233682659267,❌
Diborane_4,HNO3_3,5807.5,0.95832352940886,❌
HCN_5,HNO3_1,5808.0,0.9591908658504208,❌
Phosgene_4,NO2_6,5856.0,0.9591909750930814,❌
NO2_1,HNO3_1,5856.0,0.9591909750930814,❌
MH-6,Hydrazine_4,5808.0,0.9591909750930814,❌
SO2_3,HNO3_3,5808.0,0.9591910236450933,❌
MA_3,HCN_1,5855.5,0.9600584830455323,❌
Phosgene_4,HCN_7,5808.5,0.9600584830455323,❌
HCHO_1,MA_1,5855.5,0.9600585186868508,❌
